sentence,position,lemma,pos
"Some scholars, however, believe that the time specificity are divisions representative of prophetical periods.","(24, 31)",believe,V
"(4) It is not a defence to a charge under paragraph (1)(a), (b) or (c) that the accused believed that the person referred to in that paragraph was at least 18, 16 or 14 years of age, as the case may be, unless the accused took reasonable steps to ascertain the age of the person.","(88, 96)",believe,V
"Depicting the open right hand, an image recognized and used as a sign of protection in many times throughout history, the hamsa is believed to provide defense against the evil eye.","(131, 139)",believe,V
We need the permanent affirmation of what we believe to feel we exist.,"(45, 52)",believe,V
"They believed that God did not speak to anyone; that nature was set up like a watch, and set to run without further intervention; and that belief in miracles was madness.","(5, 13)",believe,V
Readers may believe that Harry is also bending rules and using favoritism to select Ron over a stronger player like McLaggen.,"(12, 19)",believe,V
A student may earn an A because the teacher believes he has grasped the work at an appropriate level; or he may receive a lower grade if the teacher feels something important was missing.,"(44, 52)",believe,V
"The Promised Land A legendary place believed to be the home of the Ancients, and a place full of power and rich with Mako energy.","(36, 44)",believe_in,V
"In regard to Saturday night's programme, the musical items came through splendidly, but the speech and the announcements were distinctly ""foggy,"" and this was believed by the Sydney experimenters to be the result of ""faulty transmission,"" but there will be doubt on this point until fuller reports are received from K.D.K.A.","(159, 167)",believe_in,V
Historians believe the end of the pandemic was because partial herd immunity was reached.,"(11, 18)",believe_in,V
"Another 12% said they believe in God, but did not practice any religion, and 16% said they are non-believers.","(22, 29)",believe_in,V
"Joyce Weisbecker, one of Joseph Weisbecker daughters, is believed to have become both one of the first female game developers and is also perhaps the first independent console game developer with her work developing the TV Schoolhouse I quiz game for the system as an outside contractor in 1976.","(57, 65)",believe_in,V
Syphax does not believe her but does not punish.,"(16, 23)",believe_in,V
"In Roman religion, Venus is considered the divine mother of Romans (pbs.org) because she was the mother of Aeneas, who was believed to be the main vessel in the foundation of Rome.","(123, 131)",believe_in,V
"I strongly believe in ""universalism,"" but the type of universalism I believe in is ""universalism without the uniformity,"" which is what makes me a pluralist.","(69, 76)",believe_in,V
Most people who take DS do not discuss their DS usage with their doctor because they believe their doctors are uninformed about supplements or biased against them.,"(85, 92)",believe_in,V
"Most observers believe that the Internet and mobile technologies, particularly social networks such as Facebook and Twitter, played and are playing important new and unique roles in organizing and spreading the protests and making them visible to the rest of the world.","(15, 22)",believe_in,V
On the way they find a monk named Yang beset by monsters.,"(39, 44)",beset,V
"Long after darkness had set in, all well lighted shop windows were beset by clusters of readers of the Star, many straining their eyes with a pain and intensity which evidenced their interest in the great subject about which they were reading.","(67, 72)",beset,V
"As a twig, we are not only beset by the storms and upheavals that continuously affect and change our physical environment, we are further subjected to the demands that the tree itself places upon us.","(27, 32)",beset,V
"While power struggles dominated Constantinople and the provinces became unruly, an array of new enemies beset the empire.","(104, 109)",beset,V
"Following the assault on Fort Sumter, the Upper South joined itself to the rebellion, and even Maryland, Kentucky, and Missouri, only lightly scarred by the lash of the slaver, were rumored to be beset by internal commotion by slavers and slave-power sympathizers who sought to secede from the Federal Union and deliver those states into the hands of the so-called Confederacy.","(196, 201)",beset,V
"During this time, Ivalice is beset by the pending war between the forces of Rozarria and Archadia.","(29, 34)",beset,V
"In fact, the second formula is the one more commonly beset with problems.","(53, 58)",beset,V
"Exception (2) A person who attends at or near or approaches a dwelling-house or place, for the purpose only of obtaining or communicating information, does not watch or beset within the meaning of this section.","(169, 174)",beset,V
"As a physician he has cured the evils which beset the under and over-trained oarsman, and has written cleverly on the subject.","(44, 49)",beset,V
"While it lacked a conventional plot, it had a frame, a barroom full of outcasts beset by an Emersonian repressive society.","(80, 85)",beset,V
Which would lead them to have anxiety when near dogs due to fearing being bitten again.,"(74, 80)",bite_out,V
"For example, a mosquito carrying a virus, can inject it in our blood, when it bites us.","(78, 83)",bite_out,V
It may bite if accidentally pressed against the body.,"(7, 11)",bite_out,V
